RecordID	SeverityName	MessageID	Severity	MsgDLLName	Component	MachineName	Time	SiteCode	InsString1	InsString2	InsString3	InsString4	InsString5	InsString6	InsString7	InsString8	InsString9	InsString10
72057594038364953	Informational	500	1073741824	srvmsgs.dll	SMS_CLIENT_HEALTH	CM01.asd.net	2019-09-15 04:10:47.907	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364944	Informational	500	1073741824	srvmsgs.dll	SMS_CLIENT_CONFIG_MANAGER	CM01.asd.net	2019-09-15 04:10:47.873	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364955	Informational	500	1073741824	srvmsgs.dll	SMS_CERTIFICATE_MANAGER	CM01.asd.net	2019-09-15 04:10:47.827	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364941	Informational	500	1073741824	srvmsgs.dll	SMS_BUSINESS_APP_PROCESS_MANAGER	CM01.asd.net	2019-09-15 04:10:47.780	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364940	Informational	500	1073741824	srvmsgs.dll	SMS_AZUREAD_DISCOVERY_AGENT	CM01.asd.net	2019-09-15 04:10:47.747	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364949	Informational	500	1073741824	srvmsgs.dll	SMS_ALERT_NOTIFICATION	CM01.asd.net	2019-09-15 04:10:47.700	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364948	Informational	500	1073741824	srvmsgs.dll	SMS_AI_KB_MANAGER	CM01.asd.net	2019-09-15 04:10:47.670	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364954	Informational	1105	1073741824	srvmsgs.dll	SMS_WINNT_SERVER_DISCOVERY_AGENT	CM01.asd.net	2019-09-15 04:10:47.623	PS1	2019 09 0 15 17 12 00 000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364952	Informational	1105	1073741824	srvmsgs.dll	SMS_OFFLINE_SERVICING_MANAGER	CM01.asd.net	2019-09-15 04:10:47.607	PS1	2019 09 0 15 05 00 00 000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364951	Informational	1106	1073741824	srvmsgs.dll	SMS_NETWORK_DISCOVERY	CM01.asd.net	2019-09-15 04:10:47.593	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
