
name                                          kind      url                                          
----                                          ----      ---                                          
SecuredCategoryMembership                     EntitySet SecuredCategoryMembership                    
LastCategoryObject                            EntitySet LastCategoryObject                           
AvailableOperation                            EntitySet AvailableOperation                           
RoleInObjectType                              EntitySet RoleInObjectType                             
ObjectName                                    EntitySet ObjectName                                   
ObjectOperationDependences                    EntitySet ObjectOperationDependences                   
CH_SummaryHistory                             EntitySet CH_SummaryHistory                            
CH_Settings                                   EntitySet CH_Settings                                  
CH_SummaryCurrent                             EntitySet CH_SummaryCurrent                            
CH_EvalResult                                 EntitySet CH_EvalResult                                
CH_CheckSummary                               EntitySet CH_CheckSummary                              
ClientBaseline                                EntitySet ClientBaseline                               
ClientBaselineItem                            EntitySet ClientBaselineItem                           
ClientDeploymentStateDetailsView              EntitySet ClientDeploymentStateDetailsView             
ClientDeploymentCollectionBucket              EntitySet ClientDeploymentCollectionBucket             
ClientBaselineStatus                          EntitySet ClientBaselineStatus                         
CollectionMemberClientBaselineStatus          EntitySet CollectionMemberClientBaselineStatus         
ClassicDeploymentStatus                       EntitySet ClassicDeploymentStatus                      
ClassicDeploymentAssetDetails                 EntitySet ClassicDeploymentAssetDetails                
SUMDeploymentStatus                           EntitySet SUMDeploymentStatus                          
SUMDeploymentAssetDetails                     EntitySet SUMDeploymentAssetDetails                    
SUMDeploymentStatistics                       EntitySet SUMDeploymentStatistics                      
SUPSyncStatus                                 EntitySet SUPSyncStatus                                
CN_ClientStatus                               EntitySet CN_ClientStatus                              
ManagementInsights                            EntitySet ManagementInsights                           
ManagementInsightResultsList                  EntitySet ManagementInsightResultsList                 
ManagementInsightRuleGroups                   EntitySet ManagementInsightRuleGroups                  
ManagementInsightRules_Relation               EntitySet ManagementInsightRules_Relation              
DeploymentSummary                             EntitySet DeploymentSummary                            
AppDTDeploymentSummary                        EntitySet AppDTDeploymentSummary                       
SummarizationSettings                         EntitySet SummarizationSettings                        
AppDeploymentStatus                           EntitySet AppDeploymentStatus                          
AppDeploymentRequirementsNotMetStatus         EntitySet AppDeploymentRequirementsNotMetStatus        
AppDeploymentErrorStatus                      EntitySet AppDeploymentErrorStatus                     
AppDeploymentAssetDetails                     EntitySet AppDeploymentAssetDetails                    
AppDeploymentRequirementsNotMetAssetDetails   EntitySet AppDeploymentRequirementsNotMetAssetDetails  
AppDeploymentErrorAssetDetails                EntitySet AppDeploymentErrorAssetDetails               
CIDeploymentUnknownStatus                     EntitySet CIDeploymentUnknownStatus                    
CIDeploymentUnknownAssetDetails               EntitySet CIDeploymentUnknownAssetDetails              
AppRequirementsData                           EntitySet AppRequirementsData                          
AppDependencyData                             EntitySet AppDependencyData                            
AppConflictsData                              EntitySet AppConflictsData                             
AppFailedVEsData                              EntitySet AppFailedVEsData                             
ImageServicingSchedule                        EntitySet ImageServicingSchedule                       
ImageServicingScheduledUpdate                 EntitySet ImageServicingScheduledUpdate                
ImageServicingScheduledImage                  EntitySet ImageServicingScheduledImage                 
ImageUpdateStatus                             EntitySet ImageUpdateStatus                            
ImageUpdateHistory                            EntitySet ImageUpdateHistory                           
ImageServicingScanRequest                     EntitySet ImageServicingScanRequest                    
ImageServicingProgress                        EntitySet ImageServicingProgress                       
ImageUpdateStatusView                         EntitySet ImageUpdateStatusView                        
FailedImageUpdateView                         EntitySet FailedImageUpdateView                        
DPStatus                                      EntitySet DPStatus                                     
DPStatusPerDP                                 EntitySet DPStatusPerDP                                
SiteAndSubsites                               EntitySet SiteAndSubsites                              
DCMDeploymentCompliantStatus                  EntitySet DCMDeploymentCompliantStatus                 
DCMDeploymentNonCompliantStatus               EntitySet DCMDeploymentNonCompliantStatus              
DCMDeploymentErrorStatus                      EntitySet DCMDeploymentErrorStatus                     
DCMDeploymentCompliantAssetDetails            EntitySet DCMDeploymentCompliantAssetDetails           
DCMDeploymentNonCompliantAssetDetails         EntitySet DCMDeploymentNonCompliantAssetDetails        
DCMDeploymentErrorAssetDetails                EntitySet DCMDeploymentErrorAssetDetails               
DCMDeploymentCompliantDetailsPerAsset         EntitySet DCMDeploymentCompliantDetailsPerAsset        
DCMDeploymentNonCompliantDetailsPerAsset      EntitySet DCMDeploymentNonCompliantDetailsPerAsset     
DCMDeploymentErrorDetailsPerAsset             EntitySet DCMDeploymentErrorDetailsPerAsset            
AlertBase                                     EntitySet AlertBase                                    
Alert                                         EntitySet Alert                                        
EPAlert                                       EntitySet EPAlert                                      
CHAlert                                       EntitySet CHAlert                                      
AlertEvent                                    EntitySet AlertEvent                                   
Subscription                                  EntitySet Subscription                                 
ImportedObject                                EntitySet ImportedObject                               
UserMachineRelationship                       EntitySet UserMachineRelationship                      
UserMachineIntelligence                       EntitySet UserMachineIntelligence                      
FQDN_Validation                               EntitySet FQDN_Validation                              
ObjectLock                                    EntitySet ObjectLock                                   
DeviceEnrollmentProfile                       EntitySet DeviceEnrollmentProfile                      
SearchFolder                                  EntitySet SearchFolder                                 
SecondarySiteStatus                           EntitySet SecondarySiteStatus                          
MigrationJob                                  EntitySet MigrationJob                                 
MigrationSiteMapping                          EntitySet MigrationSiteMapping                         
MigrationSourceSite                           EntitySet MigrationSourceSite                          
MigrationEntity                               EntitySet MigrationEntity                              
MigrationEntityDependency                     EntitySet MigrationEntityDependency                    
MigrationJobEntityRelation                    EntitySet MigrationJobEntityRelation                   
MigrationDashboard                            EntitySet MigrationDashboard                           
MigrationExpandingScope                       EntitySet MigrationExpandingScope                      
ClientAgentConfig_BaseClass                   EntitySet ClientAgentConfig_BaseClass                  
ApplicationManagementAgentConfig              EntitySet ApplicationManagementAgentConfig             
DCMAgentConfig                                EntitySet DCMAgentConfig                               
SoftwareInventoryAgentConfig                  EntitySet SoftwareInventoryAgentConfig                 
RemoteToolsAgentConfig                        EntitySet RemoteToolsAgentConfig                       
ConfigMgrClientAgentConfig                    EntitySet ConfigMgrClientAgentConfig                   
SystemHealthAgentConfig                       EntitySet SystemHealthAgentConfig                      
EndpointProtectionAgentConfig                 EntitySet EndpointProtectionAgentConfig                
SoftwareDistributionAgentConfig               EntitySet SoftwareDistributionAgentConfig              
NetworkAccessAccountConfig                    EntitySet NetworkAccessAccountConfig                   
SoftwareMeteringAgentConfig                   EntitySet SoftwareMeteringAgentConfig                  
SoftwareUpdatesAgentConfig                    EntitySet SoftwareUpdatesAgentConfig                   
TargetingAgentConfig                          EntitySet TargetingAgentConfig                         
BITS2Config                                   EntitySet BITS2Config                                  
MobileDeviceAgentConfig                       EntitySet MobileDeviceAgentConfig                      
PolicyAgentConfig                             EntitySet PolicyAgentConfig                            
OutOfBandManagementConfig                     EntitySet OutOfBandManagementConfig                    
StateSystemConfig                             EntitySet StateSystemConfig                            
HardwareInventoryAgentConfig                  EntitySet HardwareInventoryAgentConfig                 
PowerAgentConfig                              EntitySet PowerAgentConfig                             
ClientRestartAgentConfig                      EntitySet ClientRestartAgentConfig                     
WinPEPeerCacheConfig                          EntitySet WinPEPeerCacheConfig                         
WindowsDOConfig                               EntitySet WindowsDOConfig                              
PeerPxeConfig                                 EntitySet PeerPxeConfig                                
EditionUpgradeConfig                          EntitySet EditionUpgradeConfig                         
WindowsAnalyticsConfig                        EntitySet WindowsAnalyticsConfig                       
SoftwareCenterConfig                          EntitySet SoftwareCenterConfig                         
ClientResourcesConfig                         EntitySet ClientResourcesConfig                        
ClientCommunicationConfig                     EntitySet ClientCommunicationConfig                    
CloudAgentConfig                              EntitySet CloudAgentConfig                             
AntimalwareConfig                             EntitySet AntimalwareConfig                            
AntimalwareScanScheduleConfig                 EntitySet AntimalwareScanScheduleConfig                
AntimalwareThreatDefaultActionConfig          EntitySet AntimalwareThreatDefaultActionConfig         
AntimalwareExcludedSettingsConfig             EntitySet AntimalwareExcludedSettingsConfig            
AntimalwareThreatOverrideActionConfig         EntitySet AntimalwareThreatOverrideActionConfig        
AntimalwareSpynetConfig                       EntitySet AntimalwareSpynetConfig                      
AntimalwareRealtimeSettingsConfig             EntitySet AntimalwareRealtimeSettingsConfig            
AntimalwareAdvancedSettingsConfig             EntitySet AntimalwareAdvancedSettingsConfig            
AntimalwareSignatureUpdateConfig              EntitySet AntimalwareSignatureUpdateConfig             
AntimalwareScanConfig                         EntitySet AntimalwareScanConfig                        
BigGreenButtonConfig                          EntitySet BigGreenButtonConfig                         
ClientSettingsBase                            EntitySet ClientSettingsBase                           
ClientSettings                                EntitySet ClientSettings                               
AntimalwareSettingsDefault                    EntitySet AntimalwareSettingsDefault                   
AntimalwareSettings                           EntitySet AntimalwareSettings                          
AdvancedAntimalwareSettings                   EntitySet AdvancedAntimalwareSettings                  
ClientSettingsDefault                         EntitySet ClientSettingsDefault                        
ClientSettingsAssignment                      EntitySet ClientSettingsAssignment                     
ReplicationLinkSummary                        EntitySet ReplicationLinkSummary                       
ReplicationLinkStatus                         EntitySet ReplicationLinkStatus                        
DPGroupContentInfo                            EntitySet DPGroupContentInfo                           
DPContentInfo                                 EntitySet DPContentInfo                                
PackageContentServerInfo                      EntitySet PackageContentServerInfo                     
ObjectContentInfo                             EntitySet ObjectContentInfo                            
ObjectContentExtraInfo                        EntitySet ObjectContentExtraInfo                       
DistributionStatus                            EntitySet DistributionStatus                           
DistributionDPStatus                          EntitySet DistributionDPStatus                         
DPGroupInfo                                   EntitySet DPGroupInfo                                  
DPGroupDistributionStatus                     EntitySet DPGroupDistributionStatus                    
DPGroupDistributionStatusDetails              EntitySet DPGroupDistributionStatusDetails             
DPStatusSummary                               EntitySet DPStatusSummary                              
DPStatusInfo                                  EntitySet DPStatusInfo                                 
DPStatusDetails                               EntitySet DPStatusDetails                              
InventoryReport                               EntitySet InventoryReport                              
DriverModel                                   EntitySet DriverModel                                  
DriverContainer                               EntitySet DriverContainer                              
ImageInformation                              EntitySet ImageInformation                             
ImageDiskInformation                          EntitySet ImageDiskInformation                         
TaskSequencePackageReference                  EntitySet TaskSequencePackageReference                 
TaskSequencePackageReference_Flat             EntitySet TaskSequencePackageReference_Flat            
TaskSequencePackageReference_All              EntitySet TaskSequencePackageReference_All             
ADForest                                      EntitySet ADForest                                     
ADDomain                                      EntitySet ADDomain                                     
ADSite                                        EntitySet ADSite                                       
ADSubnet                                      EntitySet ADSubnet                                     
ADForestDiscoveryStatus                       EntitySet ADForestDiscoveryStatus                      
CMSiteConfiguration                           EntitySet CMSiteConfiguration                          
ReplicationGroup                              EntitySet ReplicationGroup                             
OverallThreatActivity                         EntitySet OverallThreatActivity                        
EndpointProtectionHealthStatus                EntitySet EndpointProtectionHealthStatus               
TopThreatsDetected                            EntitySet TopThreatsDetected                           
ThreatPath                                    EntitySet ThreatPath                                   
TopThreatSummary                              EntitySet TopThreatSummary                             
CurrentThreatOutbreak                         EntitySet CurrentThreatOutbreak                        
EndpointProtectionThreatData                  EntitySet EndpointProtectionThreatData                 
EndpointProtectionDashboardBucket             EntitySet EndpointProtectionDashboardBucket            
CollectionBucket                              EntitySet CollectionBucket                             
AmPolicySummary                               EntitySet AmPolicySummary                              
ClientOperation                               EntitySet ClientOperation                              
ClientActionStatus                            EntitySet ClientActionStatus                           
ClientOperationStatus                         EntitySet ClientOperationStatus                        
ClientActionStringValues                      EntitySet ClientActionStringValues                     
TaskSequenceExecutionStatus                   EntitySet TaskSequenceExecutionStatus                  
WinPEOptionalComponentInfo                    EntitySet WinPEOptionalComponentInfo                   
OSDeploymentKitWinPEOptionalComponent         EntitySet OSDeploymentKitWinPEOptionalComponent        
WinPEOptionalComponentInBootImage             EntitySet WinPEOptionalComponentInBootImage            
WinRTSideLoadingKey                           EntitySet WinRTSideLoadingKey                          
CloudSubscription                             EntitySet CloudSubscription                            
MDMDeviceCategory                             EntitySet MDMDeviceCategory                            
MDMDeviceThreat                               EntitySet MDMDeviceThreat                              
CertificateData                               EntitySet CertificateData                              
MDMCorpOwnedDevices                           EntitySet MDMCorpOwnedDevices                          
MDMCorpEnrollmentProfiles                     EntitySet MDMCorpEnrollmentProfiles                    
MDMDeviceEnrollmentManagers                   EntitySet MDMDeviceEnrollmentManagers                  
ActionAccountResult                           EntitySet ActionAccountResult                          
IntuneAccountInfo                             EntitySet IntuneAccountInfo                            
DeviceAction                                  EntitySet DeviceAction                                 
ConditionAccessManagement                     EntitySet ConditionAccessManagement                    
PolicyProperty                                EntitySet PolicyProperty                               
MDMAppleVppLicense                            EntitySet MDMAppleVppLicense                           
MDMAppleVppToken                              EntitySet MDMAppleVppToken                             
OSDeploymentConfig                            EntitySet OSDeploymentConfig                           
OSDeploymentKitInstalledVersion               EntitySet OSDeploymentKitInstalledVersion              
BulkEnrollmentProfiles                        EntitySet BulkEnrollmentProfiles                       
Resource                                      EntitySet Resource                                     
UnknownSystem                                 EntitySet UnknownSystem                                
UserGroup                                     EntitySet UserGroup                                    
User                                          EntitySet User                                         
Device                                        EntitySet Device                                       
R_IPNetwork                                   EntitySet R_IPNetwork                                  
FeatureExtension                              EntitySet FeatureExtension                             
ClientPfxCertificate                          EntitySet ClientPfxCertificate                         
MDMBulkEnrollmentProfiles                     EntitySet MDMBulkEnrollmentProfiles                    
MDMBulkEnrollmentPackages                     EntitySet MDMBulkEnrollmentPackages                    
CM_UpdatePackages                             EntitySet CM_UpdatePackages                            
CM_UpdateFeatures                             EntitySet CM_UpdateFeatures                            
CM_UpdatePackageFeatures                      EntitySet CM_UpdatePackageFeatures                     
CM_UpdatePackageSiteStatus                    EntitySet CM_UpdatePackageSiteStatus                   
CM_UpdatePackDetailedSiteStatus               EntitySet CM_UpdatePackDetailedSiteStatus              
CM_UpdatePackDetailedMonitoring               EntitySet CM_UpdatePackDetailedMonitoring              
CM_UpdatePackDetailedPrereqMonitoring         EntitySet CM_UpdatePackDetailedPrereqMonitoring        
CM_UpdatePackDownloadMonitoring               EntitySet CM_UpdatePackDownloadMonitoring              
CM_UpdatePackTopLevelMonitoring               EntitySet CM_UpdatePackTopLevelMonitoring              
CM_UpdatePackagesHistory                      EntitySet CM_UpdatePackagesHistory                     
HealthAttestationDetails                      EntitySet HealthAttestationDetails                     
CommonMacAddresses                            EntitySet CommonMacAddresses                           
CommonSmbiosGuids                             EntitySet CommonSmbiosGuids                            
WhatsNewScenario                              EntitySet WhatsNewScenario                             
ConsoleDashboards                             EntitySet ConsoleDashboards                            
ClientDownloadSources                         EntitySet ClientDownloadSources                        
CloudProxyConnector                           EntitySet CloudProxyConnector                          
CloudProxyRoleEndpoint                        EntitySet CloudProxyRoleEndpoint                       
CloudProxyEndpointDefinition                  EntitySet CloudProxyEndpointDefinition                 
AAD_Tenant                                    EntitySet AAD_Tenant                                   
AAD_Application                               EntitySet AAD_Application                              
AAD_Application_Ex                            EntitySet AAD_Application_Ex                           
AAD_Tenant_Ex                                 EntitySet AAD_Tenant_Ex                                
AAD_Tenant_Ex_Property                        EntitySet AAD_Tenant_Ex_Property                       
Azure_CloudService                            EntitySet Azure_CloudService                           
WSfBConfigurationData                         EntitySet WSfBConfigurationData                        
AfwAccountStatus                              EntitySet AfwAccountStatus                             
Scripts                                       EntitySet Scripts                                      
ScriptsExecutionStatus                        EntitySet ScriptsExecutionStatus                       
ScriptsExecutionTask                          EntitySet ScriptsExecutionTask                         
ScriptsExecutionSummary                       EntitySet ScriptsExecutionSummary                      
CMPivotStatus                                 EntitySet CMPivotStatus                                
CMPivotTask                                   EntitySet CMPivotTask                                  
CMPivotFavorite                               EntitySet CMPivotFavorite                              
AAD_Discovery_Settings                        EntitySet AAD_Discovery_Settings                       
CoMgmtConfigs                                 EntitySet CoMgmtConfigs                                
PhasedDeployment                              EntitySet PhasedDeployment                             
ISVCatalogs                                   EntitySet ISVCatalogs                                  
M365ACollection                               EntitySet M365ACollection                              
SleepServer                                   EntitySet SleepServer                                  
LifecycleDetectedGroups                       EntitySet LifecycleDetectedGroups                      
AdminUIContent                                EntitySet AdminUIContent                               
M365ADeploymentPlan                           EntitySet M365ADeploymentPlan                          
ConsoleSetupInfo                              EntitySet ConsoleSetupInfo                             
M365ConnectionHealth                          EntitySet M365ConnectionHealth                         
M365DeploymentPlanDashboard                   EntitySet M365DeploymentPlanDashboard                  
WindowsServicingBusinessReadyUpdates          EntitySet WindowsServicingBusinessReadyUpdates         
O365Configurations                            EntitySet O365Configurations                           
CollectionMember                              EntitySet CollectionMember                             
WindowsServicingLocalizedNames                EntitySet WindowsServicingLocalizedNames               
AzureEnvironments                             EntitySet AzureEnvironments                            
LicensedVppApps                               EntitySet LicensedVppApps                              
CMTagRef                                      EntitySet CMTagRef                                     
ClientDownloadSourcesBoundaries               EntitySet ClientDownloadSourcesBoundaries              
ReadinessDashboardConfigurationData           EntitySet ReadinessDashboardConfigurationData          
O365ADRs                                      EntitySet O365ADRs                                     
OMSConfigurationData                          EntitySet OMSConfigurationData                         
WSUSSigningCertificate                        EntitySet WSUSSigningCertificate                       
M365ADeploymentPlanDevice                     EntitySet M365ADeploymentPlanDevice                    
PfxCertificateTemplates                       EntitySet PfxCertificateTemplates                      
WindowsServicingProductCategoryNames          EntitySet WindowsServicingProductCategoryNames         
WindowsServicingStates                        EntitySet WindowsServicingStates                       
SyncPfxCertificateTemplatesAction             EntitySet SyncPfxCertificateTemplatesAction            
Windows10Dashboard                            EntitySet Windows10Dashboard                           
DriverPnPIDs                                  EntitySet DriverPnPIDs                                 


